dropped_ocid,kept_ocid,buyer_id,tender_title,date_published
ocds-dgv273-seacev3-1242673,ocds-dgv273-seacev3-1221816,PE-CONSUCODE-691,LP-ABR-3-2026-MDCH/C-1,2026-06-02T23:25:00-05:00
ocds-dgv273-seacev3-1222608,ocds-dgv273-seacev3-1235555,PE-CONSUCODE-2388,CP-ABR-2-2026-EPS SEDAM HYO S.A.-3,2026-06-04T19:05:00-05:00
ocds-dgv273-seacev3-2026-800-1,ocds-dgv273-seacev3-1233793,PE-CONSUCODE-800,LP-ABR-1-2026-MDCH-2,2026-06-10T12:59:00-05:00
ocds-dgv273-seacev3-1227392,ocds-dgv273-seacev3-1227407,PE-CONSUCODE-214,CP-ABR-80-2026-MDCHH/CS-2,2026-06-10T21:43:00-05:00
ocds-dgv273-seacev3-1224140,ocds-dgv273-seacev3-1227407,PE-CONSUCODE-214,CP-ABR-80-2026-MDCHH/CS-2,2026-06-10T21:43:00-05:00
ocds-dgv273-seacev3-1228287,ocds-dgv273-seacev3-1229136,PE-CONSUCODE-10247,LP-ABR-4-2026-EP/UO 0865-1,2026-06-24T15:41:00-05:00
ocds-dgv273-seacev3-1243546,ocds-dgv273-seacev3-1223788,PE-CONSUCODE-41,LP-ABR-101-2025-GRJ/C-3,2026-06-09T21:43:00-05:00
ocds-dgv273-seacev3-1221357,ocds-dgv273-seacev3-1226373,PE-CONSUCODE-256,LP-ABR-7-2026-MPP/CS-1,2026-06-01T23:00:00-05:00
ocds-dgv273-seacev3-1243013,ocds-dgv273-seacev3-1227170,PE-CONSUCODE-1603,CP-ABR-1-2026-MPH-CS-1,2026-06-19T14:20:00-05:00
ocds-dgv273-seacev3-1223290,ocds-dgv273-seacev3-1232028,PE-CONSUCODE-1320,LP-SM-5-2026-MDLM-1,2026-06-09T20:55:00-05:00
ocds-dgv273-seacev3-1221875,ocds-dgv273-seacev3-1238665,PE-CONSUCODE-42,LP-ABR-4-2025-GRLL-GRCO-2,2026-06-03T12:19:00-05:00
ocds-dgv273-seacev3-1225018,ocds-dgv273-seacev3-1234920,PE-CONSUCODE-204386,CP SER-SM-1-2026-UE SALUD CAJAMARCA-1,2026-06-12T16:43:00-05:00
ocds-dgv273-seacev3-1241355,ocds-dgv273-seacev3-1228533,PE-CONSUCODE-278,LP-ABR-42-2026-MDNCH/C-1,2026-06-24T19:17:00-05:00
ocds-dgv273-seacev3-1225317,ocds-dgv273-seacev3-1232788,PE-CONSUCODE-1270,LP-ABR-2-2026-MDS/CS-1,2026-06-18T08:06:00-05:00
ocds-dgv273-seacev3-1226844,ocds-dgv273-seacev3-1227080,PE-CONSUCODE-203806,CP-ABR-7-2026-MDSM/DEC-1,2026-06-18T18:27:00-05:00
ocds-dgv273-seacev3-1224014,ocds-dgv273-seacev3-1232964,PE-CONSUCODE-200154,LP-ABR-25-2026-RPSA-1,2026-06-19T09:46:00-05:00
ocds-dgv273-seacev3-1229014,ocds-dgv273-seacev3-1243119,PE-CONSUCODE-1688,LP-ABR-3-2026-MPCH-J/C-1,2026-06-25T23:11:00-05:00
ocds-dgv273-seacev3-1222453,ocds-dgv273-seacev3-1225897,PE-CONSUCODE-1093,LP-ABR-2-2026-CS/MDS-1,2026-06-04T23:44:00-05:00
ocds-dgv273-seacev3-1221452,ocds-dgv273-seacev3-1239571,PE-CONSUCODE-49,LP-ABR-124-2026-CS/GR PUNO-1,2026-06-04T19:16:00-05:00
ocds-dgv273-seacev3-1245028,ocds-dgv273-seacev3-2026-2543-910,PE-CONSUCODE-2543,CP-ABR-6-2026-ESSALUD/RATAR-1,2026-06-17T16:35:00-05:00
ocds-dgv273-seacev3-1235084,ocds-dgv273-seacev3-1225869,PE-CONSUCODE-201245,CP-ABR-2-2026-UNAAT-1,2026-06-16T17:18:00-05:00
ocds-dgv273-seacev3-1244644,ocds-dgv273-seacev3-1227825,PE-CONSUCODE-1053,CP-ABR-22-2026-COMITE-MDM-1,2026-06-23T17:02:00-05:00
ocds-dgv273-seacev3-1222632,ocds-dgv273-seacev3-1228906,PE-CONSUCODE-1716,LP-SM-1-2026-MDLL/C-1,2026-06-04T21:19:00-05:00
ocds-dgv273-seacev3-1220155,ocds-dgv273-seacev3-1232053,PE-CONSUCODE-201143,RES-PROC-7-2026-DPC-ACFFAA-1,2026-06-08T16:17:00-05:00
ocds-dgv273-seacev3-2026-200192-196,ocds-dgv273-seacev3-1239169,PE-CONSUCODE-200192,LP-ABR-2-2025-ELECTROCENTRO S.A.-2,2026-06-26T14:11:00-05:00
ocds-dgv273-seacev3-1225218,ocds-dgv273-seacev3-1230260,PE-CONSUCODE-40,LP-SM-7-2026-GRH/C-1-1,2026-06-12T22:34:00-05:00
ocds-dgv273-seacev3-1223448,ocds-dgv273-seacev3-1230055,PE-CONSUCODE-10362,CP-ABR-1-2026-GRA-PE.CHINECAS-2,2026-06-09T12:17:00-05:00
ocds-dgv273-seacev3-1229502,ocds-dgv273-seacev3-1234705,PE-CONSUCODE-200261,LP-ABR-3-2026-AGRORUR-UZMDD-2,2026-06-26T23:51:00-05:00
ocds-dgv273-seacev3-1227903,ocds-dgv273-seacev3-1234465,PE-CONSUCODE-753,CP-ABR-5-2026-C-MDSJ-C-1,2026-06-23T10:50:00-05:00
ocds-dgv273-seacev3-1237368,ocds-dgv273-seacev3-1224603,PE-CONSUCODE-204386,CP-ABR-3-2026-UE SALUD CAJAMARCA-1,2026-06-11T17:37:00-05:00
ocds-dgv273-seacev3-1224655,ocds-dgv273-seacev3-1232587,PE-CONSUCODE-1557,LP-ABR-3-2026-MDH/C-1,2026-06-12T22:58:00-05:00
ocds-dgv273-seacev3-1226699,ocds-dgv273-seacev3-1242168,PE-CONSUCODE-211,LP-ABR-9-2026-MPHI/CS-1,2026-06-19T23:05:00-05:00
ocds-dgv273-seacev3-2026-10046-9,ocds-dgv273-seacev3-1225343,PE-CONSUCODE-10046,LP-ABR-4-2026-IRO/COMITE-1,2026-06-05T11:04:00-05:00
ocds-dgv273-seacev3-1224215,ocds-dgv273-seacev3-1233922,PE-CONSUCODE-1093,LP-ABR-5-2026-CS/MDS-1,2026-06-02T22:36:00-05:00
ocds-dgv273-seacev3-1221754,ocds-dgv273-seacev3-1233922,PE-CONSUCODE-1093,LP-ABR-5-2026-CS/MDS-1,2026-06-02T22:36:00-05:00
ocds-dgv273-seacev3-1243867,ocds-dgv273-seacev3-2026-10248-57,PE-CONSUCODE-10248,CP-ABR-46-2026-MGP/DIRCOMAR-1,2026-06-08T15:53:00-05:00
ocds-dgv273-seacev3-1235386,ocds-dgv273-seacev3-1222268,PE-CONSUCODE-822,COMPRE-COMPRE-20-2026-MDP/OC-1,2026-06-03T23:52:00-05:00
ocds-dgv273-seacev3-1226254,ocds-dgv273-seacev3-1233824,PE-CONSUCODE-10249,LP-SM-5-2026-FAP/SESAN-1,2026-06-18T15:29:00-05:00
ocds-dgv273-seacev3-1226452,ocds-dgv273-seacev3-1230682,PE-CONSUCODE-200551,CP-ABR-6-2026-INSNSB-2,2026-06-18T16:49:00-05:00
ocds-dgv273-seacev3-1234989,ocds-dgv273-seacev3-1221588,PE-CONSUCODE-10396,LP-ABR-5-2026-HREGB-2,2026-06-02T16:09:00-05:00
ocds-dgv273-seacev3-1226969,ocds-dgv273-seacev3-1233091,PE-CONSUCODE-2452,CP SER-SM-4-2026-EMAPE/C-1,2026-06-18T21:23:00-05:00
ocds-dgv273-seacev3-1228972,ocds-dgv273-seacev3-1232377,PE-CONSUCODE-1389,LP-ABR-6-2026-MDV/C-1,2026-06-26T22:46:00-05:00
ocds-dgv273-seacev3-1242625,ocds-dgv273-seacev3-1227190,PE-CONSUCODE-1025,CP-ABR-13-2026-C-MPI-1,2026-06-22T11:40:00-05:00
ocds-dgv273-seacev3-1237227,ocds-dgv273-seacev3-1229679,PE-CONSUCODE-1549,SIE-SIE-4-2026-CE/MDP-BIEN-1,2026-06-18T16:45:00-05:00
ocds-dgv273-seacev3-1226310,ocds-dgv273-seacev3-1229679,PE-CONSUCODE-1549,SIE-SIE-4-2026-CE/MDP-BIEN-1,2026-06-18T16:45:00-05:00
ocds-dgv273-seacev3-1235698,ocds-dgv273-seacev3-1229679,PE-CONSUCODE-1549,SIE-SIE-4-2026-CE/MDP-BIEN-1,2026-06-18T16:45:00-05:00
ocds-dgv273-seacev3-1222248,ocds-dgv273-seacev3-1240113,PE-CONSUCODE-20001,CP-ABR-1-2026-GRA/GSRC/CS-1,2026-06-03T21:31:00-05:00
ocds-dgv273-seacev3-1243202,ocds-dgv273-seacev3-1227590,PE-CONSUCODE-146,LP-ABR-1-2026-MDC/CS-1,2026-06-22T20:05:00-05:00
ocds-dgv273-seacev3-1224374,ocds-dgv273-seacev3-1231662,PE-CONSUCODE-1472,LP-ABR-1-2026-C/MDPS-1,2026-06-11T23:46:00-05:00
ocds-dgv273-seacev3-1226202,ocds-dgv273-seacev3-1228600,PE-CONSUCODE-282,LP-ABR-3-2026-MDC/C-1,2026-06-17T23:14:00-05:00
ocds-dgv273-seacev3-1239925,ocds-dgv273-seacev3-1222410,PE-CONSUCODE-1193,LP-ABR-5-2026-MDH/CS-1,2026-06-04T15:29:00-05:00
ocds-dgv273-seacev3-2026-435-1,ocds-dgv273-seacev3-1230355,PE-CONSUCODE-435,LP-ABR-1-2026-MDA-1,2026-06-15T11:00:00-05:00
ocds-dgv273-seacev3-1229164,ocds-dgv273-seacev3-1231029,PE-CONSUCODE-162,LP-ABR-17-2026-MDI/C-1,2026-06-19T15:35:00-05:00
ocds-dgv273-seacev3-1226958,ocds-dgv273-seacev3-1231029,PE-CONSUCODE-162,LP-ABR-17-2026-MDI/C-1,2026-06-19T15:35:00-05:00
ocds-dgv273-seacev3-1238395,ocds-dgv273-seacev3-1227448,PE-CONSUCODE-35,SIE-SIE-20-2026-GRA-SEDECENTRAL-2,2026-06-23T16:30:00-05:00
ocds-dgv273-seacev3-1225372,ocds-dgv273-seacev3-1227647,PE-CONSUCODE-1759,LP-ABR-4-2026-MDJ/CS-1,2026-06-16T17:27:00-05:00
ocds-dgv273-seacev3-1222816,ocds-dgv273-seacev3-1231109,PE-CONSUCODE-10502,LP-SM-3-2026-GERESA/LL-1,2026-06-05T19:15:00-05:00
ocds-dgv273-seacev3-1227341,ocds-dgv273-seacev3-1229140,PE-CONSUCODE-202845,LP-ABR-3-2026-CS/MDP-2,2026-06-19T19:24:00-05:00
ocds-dgv273-seacev3-1227565,ocds-dgv273-seacev3-1228498,PE-CONSUCODE-813,LP-ABR-11-2026-COMITE-MPLC/LC-1,2026-06-23T15:59:00-05:00
ocds-dgv273-seacev3-1222358,ocds-dgv273-seacev3-1237156,PE-CONSUCODE-41,SIE-SIE-5-2026-GRJ-2,2026-06-04T11:38:00-05:00
ocds-dgv273-seacev3-1241418,ocds-dgv273-seacev3-1228260,PE-CONSUCODE-1751,LP-ABR-3-2026-MDC/CS-1,2026-06-25T23:20:00-05:00
ocds-dgv273-seacev3-1226576,ocds-dgv273-seacev3-1232431,PE-CONSUCODE-1872,LP-ABR-14-2026-MDI-DEC-1,2026-06-18T16:37:00-05:00
ocds-dgv273-seacev3-1224793,ocds-dgv273-seacev3-1227941,PE-CONSUCODE-1703,SIE-SIE-3-2026-MPL/OC-1,2026-06-16T18:36:00-05:00
ocds-dgv273-seacev3-1225099,ocds-dgv273-seacev3-1226115,PE-CONSUCODE-2005,LP-ABR-1-2026-SAT-1,2026-06-15T10:33:00-05:00
ocds-dgv273-seacev3-1221683,ocds-dgv273-seacev3-1223544,PE-CONSUCODE-151,CP-ABR-19-2026-MPHZ/C-1,2026-06-02T19:07:00-05:00
ocds-dgv273-seacev3-1229474,ocds-dgv273-seacev3-1233262,PE-CONSUCODE-1553,LP-SM-7-2025-CS-MPI-1,2026-06-26T22:52:00-05:00
ocds-dgv273-seacev3-2026-2378-15,ocds-dgv273-seacev3-1239933,PE-CONSUCODE-2378,CP-ABR-5-2026-EPSEL S.A.-1,2026-06-04T17:17:00-05:00
ocds-dgv273-seacev3-1221663,ocds-dgv273-seacev3-1224214,PE-CONSUCODE-1093,LP-ABR-4-2026-CS/MDS-1,2026-06-02T22:26:00-05:00
ocds-dgv273-seacev3-1225268,ocds-dgv273-seacev3-1229203,PE-CONSUCODE-1103,LP-ABR-1-2026-CE-MDM-2,2026-06-15T16:28:00-05:00
ocds-dgv273-seacev3-1225634,ocds-dgv273-seacev3-1233185,PE-CONSUCODE-614,CP-ABR-7-2026-MPC-2,2026-06-16T14:49:00-05:00
ocds-dgv273-seacev3-1228528,ocds-dgv273-seacev3-1228570,PE-CONSUCODE-307,RES-PROC-1-2026-MPO/CA-1,2026-06-12T16:11:00-05:00
ocds-dgv273-seacev3-2026-307-13,ocds-dgv273-seacev3-1228570,PE-CONSUCODE-307,RES-PROC-1-2026-MPO/CA-1,2026-06-12T16:11:00-05:00
ocds-dgv273-seacev3-1221733,ocds-dgv273-seacev3-1224223,PE-CONSUCODE-1093,LP-ABR-6-2026-CS/MDS-1,2026-06-02T22:27:00-05:00
ocds-dgv273-seacev3-1222784,ocds-dgv273-seacev3-1231912,PE-CONSUCODE-203226,CP CON-SM-3-2026-PRONIS-1,2026-06-05T18:09:00-05:00
ocds-dgv273-seacev3-1223499,ocds-dgv273-seacev3-1235264,PE-CONSUCODE-339,SIE-SIE-6-2026-MDT-1,2026-06-09T11:56:00-05:00
ocds-dgv273-seacev3-1224748,ocds-dgv273-seacev3-1232751,PE-CONSUCODE-1252,LP-ABR-3-2026-MDS/ C-1,2026-06-11T23:17:00-05:00
ocds-dgv273-seacev3-1226711,ocds-dgv273-seacev3-1232524,PE-CONSUCODE-1872,LP-ABR-16-2026-MDI-ALC-DEC-1-1,2026-06-18T15:53:00-05:00
ocds-dgv273-seacev3-1239308,ocds-dgv273-seacev3-2026-10461-13,PE-CONSUCODE-10461,CP-ABR-14-2026-DRTC/CS-1,2026-06-08T20:10:00-05:00
ocds-dgv273-seacev3-1239276,ocds-dgv273-seacev3-2026-10461-13,PE-CONSUCODE-10461,CP-ABR-14-2026-DRTC/CS-1,2026-06-08T20:10:00-05:00
ocds-dgv273-seacev3-1228229,ocds-dgv273-seacev3-1230729,PE-CONSUCODE-10248,CP-ABR-7-2026-MGP/COMZOCINCO-1,2026-06-23T19:59:00-05:00
ocds-dgv273-seacev3-1223063,ocds-dgv273-seacev3-1228579,PE-CONSUCODE-1002,RES-PROC-1-2026-MPPI/CA-1,2026-06-05T22:42:00-05:00
ocds-dgv273-seacev3-1227829,ocds-dgv273-seacev3-1233112,PE-CONSUCODE-10248,CP-ABR-5-2026-MGP/COMZOCINCO-1,2026-06-23T10:10:00-05:00
ocds-dgv273-seacev3-1221259,ocds-dgv273-seacev3-1236885,PE-CONSUCODE-200092,SIE-SIE-1-2026-MDPM/C-2,2026-06-01T18:18:00-05:00
ocds-dgv273-seacev3-1236159,ocds-dgv273-seacev3-1226591,PE-CONSUCODE-1453,CP-ABR-2-2026-MDM/OEC-1,2026-06-19T04:10:00-05:00
ocds-dgv273-seacev3-1235785,ocds-dgv273-seacev3-1226591,PE-CONSUCODE-1453,CP-ABR-2-2026-MDM/OEC-1,2026-06-19T04:10:00-05:00
ocds-dgv273-seacev3-1230763,ocds-dgv273-seacev3-1230765,PE-CONSUCODE-1862,LP-ABR-1-2026-MDPH-CS-2,2026-06-11T22:54:00-05:00
ocds-dgv273-seacev3-1224737,ocds-dgv273-seacev3-1230765,PE-CONSUCODE-1862,LP-ABR-1-2026-MDPH-CS-2,2026-06-11T22:54:00-05:00
ocds-dgv273-seacev3-1228523,ocds-dgv273-seacev3-1232021,PE-CONSUCODE-1556,LP-ABR-1-2026-HMPP/OBRAS-1,2026-06-24T23:54:00-05:00
ocds-dgv273-seacev3-1223619,ocds-dgv273-seacev3-1224901,PE-CONSUCODE-2543,LP-ABR-3-2026-ESSALUD-RAJUNIN-1,2026-06-09T16:05:00-05:00
ocds-dgv273-seacev3-1229396,ocds-dgv273-seacev3-1229401,PE-CONSUCODE-10180,LP-ABR-2-2026-UGEL.15-HRI/CS-1,2026-06-26T19:04:00-05:00
ocds-dgv273-seacev3-1221153,ocds-dgv273-seacev3-1221662,PE-CONSUCODE-1307,LP-ABR-16-2026-MML-OGA-OL-1,2026-06-01T16:26:00-05:00
ocds-dgv273-seacev3-1218791,ocds-dgv273-seacev3-1234180,PE-CONSUCODE-200198,LP-SM-4-2026-UNAJMA-1,2026-06-03T12:59:00-05:00
ocds-dgv273-seacev3-1225100,ocds-dgv273-seacev3-1234497,PE-CONSUCODE-43,COMPRE-COMPRE-4-2026-GR.LAMB/DEC-2,2026-06-12T17:50:00-05:00
ocds-dgv273-seacev3-1228156,ocds-dgv273-seacev3-1236045,PE-CONSUCODE-1338,LP-SM-3-2026-CS/MDSJL-1,2026-06-23T18:37:00-05:00
ocds-dgv273-seacev3-1239357,ocds-dgv273-seacev3-1222357,PE-CONSUCODE-584,LP-SM-1-2026-MDC/J-1,2026-06-10T11:29:00-05:00
ocds-dgv273-seacev3-1227150,ocds-dgv273-seacev3-1227804,PE-CONSUCODE-479,LP-ABR-2-2026-MDY-1,2026-06-19T16:09:00-05:00
ocds-dgv273-seacev3-1229658,ocds-dgv273-seacev3-1233797,PE-CONSUCODE-1209,LP-ABR-17-2026-MPSC-1,2026-06-30T16:01:00-05:00
ocds-dgv273-seacev3-1222519,ocds-dgv273-seacev3-1234529,PE-CONSUCODE-2433,SEL-PROC-30-2026-OTL / PETROPERU-1,2026-06-04T17:12:00-05:00
ocds-dgv273-seacev3-1221237,ocds-dgv273-seacev3-1232264,PE-CONSUCODE-1703,CP-ABR-8-2026-MPL/CS-2,2026-06-02T16:19:00-05:00
ocds-dgv273-seacev3-1234086,ocds-dgv273-seacev3-1222822,PE-CONSUCODE-10436,COMPRE-COMPRE-1-2026-GR.CAJ/DRE.-1,2026-06-05T15:06:00-05:00
ocds-dgv273-seacev3-1235373,ocds-dgv273-seacev3-1222822,PE-CONSUCODE-10436,COMPRE-COMPRE-1-2026-GR.CAJ/DRE.-1,2026-06-05T15:06:00-05:00
ocds-dgv273-seacev3-1226884,ocds-dgv273-seacev3-1227061,PE-CONSUCODE-305,LP-ABR-1-2026-MDH/CS-1,2026-06-18T19:45:00-05:00
ocds-dgv273-seacev3-2026-1703-7,ocds-dgv273-seacev3-1232286,PE-CONSUCODE-1703,CP-ABR-2-2026-MPL/CS-2,2026-06-02T16:17:00-05:00
ocds-dgv273-seacev3-1221255,ocds-dgv273-seacev3-1231391,PE-CONSUCODE-1703,CP-ABR-7-2026-MPL/CS-2,2026-06-02T16:18:00-05:00
ocds-dgv273-seacev3-2026-1596-3,ocds-dgv273-seacev3-1227785,PE-CONSUCODE-1596,LP-ABR-2-2026-MDL-C-1,2026-06-09T21:45:00-05:00
ocds-dgv273-seacev3-1235721,ocds-dgv273-seacev3-1232403,PE-CONSUCODE-1708,CP-ABR-1-2026-MDP/CS-1,2026-06-25T19:00:00-05:00
ocds-dgv273-seacev3-1227944,ocds-dgv273-seacev3-1232403,PE-CONSUCODE-1708,CP-ABR-1-2026-MDP/CS-1,2026-06-25T19:00:00-05:00
ocds-dgv273-seacev3-1227712,ocds-dgv273-seacev3-1224318,PE-CONSUCODE-10364,CP-ABR-1-2026-MIDAGRI-DVDAFIR-1,2026-06-10T23:56:00-05:00
ocds-dgv273-seacev3-1228601,ocds-dgv273-seacev3-1231932,PE-CONSUCODE-1678,LP-ABR-13-2026-MPC-M/C-1,2026-06-24T23:56:00-05:00
ocds-dgv273-seacev3-1227641,ocds-dgv273-seacev3-1229699,PE-CONSUCODE-204890,LP-ABR-4-2026-CS-MDB-1,2026-06-22T18:09:00-05:00
ocds-dgv273-seacev3-1225754,ocds-dgv273-seacev3-1230343,PE-CONSUCODE-1569,LP-ABR-5-2026-MPDAC-YHCA-1,2026-06-17T14:35:00-05:00
ocds-dgv273-seacev3-1224776,ocds-dgv273-seacev3-1224782,PE-CONSUCODE-200447,LP-ABR-3-2026-RSPS-CS-1,2026-06-12T09:35:00-05:00
ocds-dgv273-seacev3-1236097,ocds-dgv273-seacev3-1224437,PE-CONSUCODE-200535,COMPRE-COMPRE-1-2026-GRC-HV-1,2026-06-11T16:21:00-05:00
ocds-dgv273-seacev3-1226148,ocds-dgv273-seacev3-1231171,PE-CONSUCODE-200219,CP SER-SM-1-2026-MDSPPP/CS-1,2026-06-17T17:14:00-05:00
ocds-dgv273-seacev3-1224384,ocds-dgv273-seacev3-1227995,PE-CONSUCODE-1997,LP-ABR-3-2026-CVH-CS-1-1,2026-06-11T14:15:00-05:00
ocds-dgv273-seacev3-1221819,ocds-dgv273-seacev3-1228246,PE-CONSUCODE-222,LP-SM-1-2026-MDR/C-1,2026-06-02T22:09:00-05:00
ocds-dgv273-seacev3-1229227,ocds-dgv273-seacev3-1233573,PE-CONSUCODE-1509,LP-ABR-2-2026-MDT-1,2026-06-26T15:41:00-05:00
ocds-dgv273-seacev3-1229030,ocds-dgv273-seacev3-1229041,PE-CONSUCODE-200261,CP-ABR-6-2026-MIDAGRI-AGRORUR-1,2026-06-25T23:48:00-05:00
ocds-dgv273-seacev3-1226199,ocds-dgv273-seacev3-1233938,PE-CONSUCODE-1157,LP-ABR-3-2026-MDLL/C-1,2026-06-17T19:14:00-05:00
ocds-dgv273-seacev3-1226629,ocds-dgv273-seacev3-1232542,PE-CONSUCODE-168,RES-PROC-1-2026-MPAR-LL/CS-1,2026-06-18T22:33:00-05:00
ocds-dgv273-seacev3-1227996,ocds-dgv273-seacev3-1230393,PE-CONSUCODE-2362,COMPRE-COMPRE-2-2026-EMSAPUNO S.A.-1,2026-06-23T16:27:00-05:00
ocds-dgv273-seacev3-1215980,ocds-dgv273-seacev3-1232266,PE-CONSUCODE-200130,LP-ABR-1-2026-GRU-RIS3A-C.S-1,2026-06-25T16:11:00-05:00
ocds-dgv273-seacev3-1227934,ocds-dgv273-seacev3-1230620,PE-CONSUCODE-648,SIE-SIE-2-2026-MDSCT-1,2026-06-23T12:15:00-05:00
ocds-dgv273-seacev3-1222272,ocds-dgv273-seacev3-1226215,PE-CONSUCODE-1158,CP-ABR-2-2026-MDM-1,2026-06-10T22:35:00-05:00
ocds-dgv273-seacev3-1228185,ocds-dgv273-seacev3-1234295,PE-CONSUCODE-200013,CP-ABR-8-2026-UNTRM/E-1,2026-06-23T18:54:00-05:00
ocds-dgv273-seacev3-1224247,ocds-dgv273-seacev3-1232785,PE-CONSUCODE-35,LP-ABR-20-2026-GRA-SEDECENTRAL-1,2026-06-10T20:12:00-05:00
ocds-dgv273-seacev3-1232781,ocds-dgv273-seacev3-1232785,PE-CONSUCODE-35,LP-ABR-20-2026-GRA-SEDECENTRAL-1,2026-06-10T20:12:00-05:00
ocds-dgv273-seacev3-1221656,ocds-dgv273-seacev3-1229670,PE-CONSUCODE-200325,CP-ABR-2-2026-IVPMSM-1,2026-06-02T19:30:00-05:00
ocds-dgv273-seacev3-1224999,ocds-dgv273-seacev3-1230692,PE-CONSUCODE-10248,CP-ABR-4-2026-MGP/COMZOCINCO-2,2026-06-12T16:48:00-05:00
ocds-dgv273-seacev3-1222953,ocds-dgv273-seacev3-1234337,PE-CONSUCODE-932,LP-ABR-1-2026-CS-MDQ-1,2026-06-05T18:40:00-05:00
ocds-dgv273-seacev3-1224536,ocds-dgv273-seacev3-1228256,PE-CONSUCODE-233,CP-ABR-1-2026-MDPL/CS.-1,2026-06-11T18:38:00-05:00
ocds-dgv273-seacev3-1227059,ocds-dgv273-seacev3-1230293,PE-CONSUCODE-10248,LP-ABR-2-2026-MGP/COMZOCINCO-1,2026-06-19T10:49:00-05:00
ocds-dgv273-seacev3-1227199,ocds-dgv273-seacev3-1229238,PE-CONSUCODE-10424,LP-ABR-14-2026-HRHD-1,2026-06-19T15:54:00-05:00
ocds-dgv273-seacev3-1222574,ocds-dgv273-seacev3-1227349,PE-CONSUCODE-1308,LP-ABR-7-2026-CS/MDA-1,2026-06-04T19:02:00-05:00
ocds-dgv273-seacev3-1223766,ocds-dgv273-seacev3-1231202,PE-CONSUCODE-201785,SIE-SIE-2-2026-MDVV/OC-1,2026-06-09T18:53:00-05:00
ocds-dgv273-seacev3-2026-434-4,ocds-dgv273-seacev3-1225904,PE-CONSUCODE-434,CP-ABR-1-2026-MPC-1,2026-06-12T13:02:00-05:00
ocds-dgv273-seacev3-2026-10366-17,ocds-dgv273-seacev3-1233181,PE-CONSUCODE-10366,CP-ABR-1-2026-MINAGRI-PEBLT-2,2026-06-15T20:41:00-05:00
ocds-dgv273-seacev3-1224511,ocds-dgv273-seacev3-1232850,PE-CONSUCODE-326,CP-ABR-4-2026-MPA-1,2026-06-11T16:33:00-05:00
ocds-dgv273-seacev3-1222980,ocds-dgv273-seacev3-1223627,PE-CONSUCODE-2009,LP-ABR-17-2026-GRAP/OC-1,2026-06-05T18:17:00-05:00
ocds-dgv273-seacev3-1225402,ocds-dgv273-seacev3-1228889,PE-CONSUCODE-200038,LP-ABR-16-2026-DIRSAPOL-UE 020-1,2026-06-15T16:28:00-05:00
ocds-dgv273-seacev3-2026-646-1,ocds-dgv273-seacev3-1230886,PE-CONSUCODE-646,LP-ABR-1-2026-MDG-1,2026-06-16T14:39:00-05:00
ocds-dgv273-seacev3-1221218,ocds-dgv273-seacev3-1228208,PE-CONSUCODE-338,LP-ABR-3-2026-MDSMCH-1,2026-06-01T23:57:00-05:00
ocds-dgv273-seacev3-1224707,ocds-dgv273-seacev3-1225263,PE-CONSUCODE-369,LP-ABR-15-2026-MPCT-1,2026-06-11T22:22:00-05:00
ocds-dgv273-seacev3-1221001,ocds-dgv273-seacev3-1229050,PE-CONSUCODE-243,LP-ABR-1-2026-MDM/CS-1,2026-06-09T19:17:00-05:00
ocds-dgv273-seacev3-1226192,ocds-dgv273-seacev3-1229839,PE-CONSUCODE-10591,CP-ABR-3-2026-DRESM-OC-1,2026-06-17T12:41:00-05:00
ocds-dgv273-seacev3-1225246,ocds-dgv273-seacev3-1227367,PE-CONSUCODE-918,LP-ABR-5-2026-MDS/CS-1,2026-06-12T21:56:00-05:00
ocds-dgv273-seacev3-1224103,ocds-dgv273-seacev3-1227367,PE-CONSUCODE-918,LP-ABR-5-2026-MDS/CS-1,2026-06-12T21:56:00-05:00
ocds-dgv273-seacev3-1228262,ocds-dgv273-seacev3-1230667,PE-CONSUCODE-909,LP-ABR-2-2026-MDA/C-1,2026-06-23T23:33:00-05:00
ocds-dgv273-seacev3-1231209,ocds-dgv273-seacev3-1228133,PE-CONSUCODE-1060,CP-ABR-11-2026-C-MPP-1,2026-06-23T17:12:00-05:00
ocds-dgv273-seacev3-1226929,ocds-dgv273-seacev3-1230371,PE-CONSUCODE-742,LP-ABR-15-2026-MPC-CS-1-1,2026-06-18T19:02:00-05:00
ocds-dgv273-seacev3-1227991,ocds-dgv273-seacev3-1229636,PE-CONSUCODE-10247,LP-ABR-3-2026-EP/UO 0860-1,2026-06-23T14:50:00-05:00
ocds-dgv273-seacev3-1218919,ocds-dgv273-seacev3-1225289,PE-CONSUCODE-200078,CP-ABR-7-2026-OGESS-HC/CS-1,2026-06-02T11:57:00-05:00
ocds-dgv273-seacev3-1224122,ocds-dgv273-seacev3-1226093,PE-CONSUCODE-680,CP-ABR-2-2026-MDT-C-1,2026-06-10T18:51:00-05:00
ocds-dgv273-seacev3-1226366,ocds-dgv273-seacev3-1227673,PE-CONSUCODE-1186,CP-ABR-1-2026-C-MDHCH-1,2026-06-10T19:19:00-05:00
ocds-dgv273-seacev3-1223152,ocds-dgv273-seacev3-1227673,PE-CONSUCODE-1186,CP-ABR-1-2026-C-MDHCH-1,2026-06-10T19:19:00-05:00
